COD;DESCC;SIGLAS;DIRECC;DPA;ORGA;NAE;FORG;FFI;UNI;SUB;SUBORD;TIPO;EP
00456;PODER POPULAR MUNICIPAL DE FLORENCIA;-  -  -  -  -  -  -  -;CALLE : EDIFICIO NO. 2 ENTRE A ESTE Y B ESTE;2906;318;7511;05;2;999;;2;UP;0
00457;PODER POPULAR MUNICIPAL DE MAJAGUA;-  -  -  -  -  -  -  -;LIBERTAD NO. 35 E/ PASEO MARTI Y JUSTO SANCHEZ;2907;318;7511;05;2;999;;2;UP;0
00458;PODER POPULAR MUNICIPAL DE CIEGO DE AVILA;-  -  -  -  -  -  -  -;CALLE INDEPENDENCIA NO. 1 ENTRE MARCIAL GOMEZ Y HONORATO DEL CASTILLO;2908;318;7511;05;2;999;;2;UP;0
00459;PODER POPULAR MUNICIPAL DE VENEZUELA;-  -  -  -  -  -  -  -;VIA VENEZUELA NO. 9 E/ 6 Y 7;2909;318;7511;05;2;999;;2;UP;0
00461;PODER POPULAR MUNICIPAL DE BARAGUA;-  -  -  -  -  -  -  -;CALLE B NO. 20 E/ 2DA Y 3RA;2910;318;7511;05;2;999;;2;UP;0
00470;PODER POPULAR PROVINCIAL DE CAMAGUEY;-  -  -  -  -  -  -  -;AVENIDA 26 DE JULIO;3008;319;7511;05;2;999;;1;UP;0
00471;PODER POPULAR MUNICIPAL DE CARLOS MANUEL DE CESPEDES;-  -  -  -  -  -  -  -;CALLE 17 NO. 538 E/ 16 Y18;3001;319;7511;05;2;999;;2;UP;0
00472;PODER POPULAR MUNICIPAL DE ESMERALDA;-  -  -  -  -  -  -  -;MACEO NO. 1 E/ PANCHITO GOMEZ Y CIRCUITO NORTE;3002;319;7511;05;2;999;;2;UP;0
00473;PODER POPULAR MUNICIPAL DE SIERRA DE CUBITAS;-  -  -  -  -  -  -  -;AVE. MARIO HERRERO TOSCANO NO. 186;3003;319;7511;05;2;999;;2;UP;0
00474;PODER POPULAR MUNICIPAL DE MINAS;-  -  -  -  -  -  -  -;CALLE CISNEROS NO. 242 E/ AYESTERAN Y AGUERO;3004;319;7511;05;2;999;;2;UP;0
00475;PODER POPULAR MUNICIPAL DE NUEVITAS;-  -  -  -  -  -  -  -;MAXIMO GOMEZ NO. 74 E/ J. AGUERO Y CESPEDES;3005;319;7511;05;2;999;;2;UP;0
00476;PODER POPULAR MUNICIPAL DE GUAIMARO;-  -  -  -  -  -  -  -;GABRIEL GARCIA NO. 31 E/ MARTI Y BENITO MORELL;3006;319;7511;05;2;999;;2;UP;0
00477;PODER POPULAR MUNICIPAL DE SIBANICU;-  -  -  -  -  -  -  -;CAMILO CIENFUEGOS NO. 80 E/ F. PAIS Y C. CENTRAL;3007;319;7511;05;2;999;;2;UP;0
00478;PODER POPULAR MUNICIPAL DE CAMAGUEY;-  -  -  -  -  -  -  -;CISNEROS NO. 201 E/ MARTI Y HERMANOS AGUERO;3008;319;7511;05;2;999;;2;UP;0
00479;PODER POPULAR MUNICIPAL DE FLORIDA;-  -  -  -  -  -  -  -;CARRETERA CENTRAL ESQ. MAXIMO GOMEZ;3009;319;7511;05;2;999;;2;UP;0
00481;PODER POPULAR MUNICIPAL DE VERTIENTES;-  -  -  -  -  -  -  -;CALLE C NO. 34 E/ 4TA Y 5TA;3010;319;7511;05;2;999;;2;UP;0
00482;PODER POPULAR MUNICIPAL DE JIMAGUAYU;-  -  -  -  -  -  -  -;PUEBLO DE JIMAGUAYU;3011;319;7511;05;2;999;;2;UP;0
00483;PODER POPULAR MUNICIPAL DE NAJASA;-  -  -  -  -  -  -  -;CARRETERA CUBANACAN CUATRO CAMINOS;3012;319;7511;05;2;999;;2;UP;0
00484;PODER POPULAR MUNICIPAL DE SANTA CRUZ DEL SUR;-  -  -  -  -  -  -  -;CALLE 1RA NO. 210 E/ G Y J;3013;319;7511;05;2;999;;2;UP;0
00490;PODER POPULAR PROVINCIAL DE LAS TUNAS;-  -  -  -  -  -  -  -;AVE 30 DE NOVIEMBRE S/N;3105;320;7511;05;2;999;;1;UP;0
00491;PODER POPULAR MUNICIPAL DE MANATI;-  -  -  -  -  -  -  -;CONRADO BENITEZ NO. 17;3101;320;7511;05;2;999;;2;UP;0
00492;PODER POPULAR MUNICIPAL DE PUERTO PADRE;-  -  -  -  -  -  -  -;AVE LIBERTAD NO. 88;3102;320;7511;05;2;999;;2;UP;0
00493;PODER POPULAR MUNICIPAL DE JESUS MENENDEZ;-  -  -  -  -  -  -  -;CALLE 20 NO. 6 , CENICERO, BATEY;3103;320;7511;05;2;999;;2;UP;0
00494;PODER POPULAR MUNICIPAL DE MAJIBACOA;-  -  -  -  -  -  -  -;CALLE 1 NO. 72 CALIXTO;3104;320;7511;05;2;999;;2;UP;0
00495;PODER POPULAR MUNICIPAL DE LAS TUNAS;-  -  -  -  -  -  -  -;FRANCISCO VARONA NO. 7 E/ MENOCAL Y LORA;3105;320;7511;05;2;999;;2;UP;0
00496;PODER POPULAR MUNICIPAL DE JOBABO;-  -  -  -  -  -  -  -;ROSENDO ARTEAGA S/N;3106;320;7511;05;2;999;;2;UP;0
00497;PODER POPULAR MUNICIPAL DE COLOMBIA;-  -  -  -  -  -  -  -;AVE CANDIDO GONZALEZ NO. 180 E/ 17 Y 19, RPTO. PROGRESO;3107;320;7511;05;2;999;;2;UP;0
00498;PODER POPULAR MUNICIPAL DE AMANCIO;-  -  -  -  -  -  -  -;AVE SERGIO REINO NO. 24;3108;320;7511;05;2;999;;2;UP;0
00501;COMITE CENTRAL DEL PARTIDO COMUNISTA DE CUBA;PCC;PASEO S/N E/ BOYEROS Y CARLOS.M. DE CESPEDES;2302;501;9792;29;1;999;00501;0;OPM;0
00502;UNION DE JOVENES COMUNISTAS;UJC;AVE. DE LAS MISIONES NO. 5 Y 7 E/ HABANA Y PENA POBRE;2304;502;9792;29;1;999;;0;OPM;0
00503;"ORGANIZACION DE PIONEROS ""JOSE MARTI""";OPJM;AVENIDA DE LAS MISIONES NO. 53 E/ CUARTELES Y PENA POBRE;2304;503;9792;29;1;999;;0;OPM;0
00504;CENTRAL DE TRABAJADORES DE CUBA;CTC;CALLE SAN CARLOS, ESQ PENALVER;2303;504;9720;29;1;999;;0;OPM;0
00505;FEDERACION DE MUJERES CUBANAS;FMC;PASEO NO. 260, ESQ. A 13, VEDADO;2302;505;9792;29;1;999;;0;OPM;0
00506;COMITES DE DEFENSA DE LA REVOLUCION;CDR;CALLE LINEA NO. 157 ENTRE L Y K, VEDADO;2302;506;9792;29;1;999;;0;OPM;0
00507;ASOCIACION NACIONAL DE AGRICULTORES PEQUENOS;ANAP;CALLE 13 NO. 206 ENTRE H Y I;2302;507;9792;30;1;999;;0;OPM;0
00510;PODER POPULAR PROVINCIAL DE HOLGUIN;-  -  -  -  -  -  -  -;PROLONGACION DE FREXES S/N E/ GONZALEZ CLAVEL E INDEPENDENCIA, VISTA ALEGRE;3206;321;7511;05;2;999;;1;UP;0
00511;PODER POPULAR MUNICIPAL DE GIBARA;-  -  -  -  -  -  -  -;CALLE LUZ CABALLERO NO. 19 E/ INDEPENDENCIA Y SARTORIO;3201;321;7511;05;2;999;;2;UP;0
00512;PODER POPULAR MUNICIPAL DE RAFAEL FREIRE;-  -  -  -  -  -  -  -;CALLE 1RA NO. 16;3202;321;7511;05;2;999;;2;UP;0
00513;PODER POPULAR MUNICIPAL DE BANES;-  -  -  -  -  -  -  -;CALLE GENERAL MARRERO NO. 1101 E/ BAYAMO Y MAXIMO GOMEZ;3203;321;7511;05;2;999;;2;UP;0
00514;PODER POPULAR MUNICIPAL DE ANTILLA;-  -  -  -  -  -  -  -;CALLE 28 DE ENERO NO. 47;3204;321;7511;05;2;999;;2;UP;0
00515;PODER POPULAR MUNICIPAL DE BAGUANOS;-  -  -  -  -  -  -  -;CALLE 11 NO. 2 E/ G E I, LA PELOTA;3205;321;7511;05;2;999;;2;UP;0
00516;PODER POPULAR MUNICIPAL DE HOLGUIN;-  -  -  -  -  -  -  -;CALLE AGRAMONTE NO. 184 E/ LIBERTAD Y MACEO;3206;321;7511;05;2;999;;2;UP;0
00517;PODER POPULAR MUNICIPAL DE CALIXTO GARCIA;-  -  -  -  -  -  -  -;CALLE PATRICIO LUBUMBA NO. 43 E/ FINAL DE MANUEL ASCUNCE Y JESUS MENENDEZ;3207;321;7511;05;2;999;;2;UP;0
00518;PODER POPULAR MUNICIPAL DE CACOCUM;-  -  -  -  -  -  -  -;CALLE CAMILO CIENFUEGOS NO. 3 E/ FRANK PAIS Y RUBEN BATISTA;3208;321;7511;05;2;999;;2;UP;0
00519;PODER POPULAR MUNICIPAL DE URBANO NORIS;-  -  -  -  -  -  -  -;CALLE 31 NO. 2914 E/ 14 Y 14 A;3209;321;7511;05;2;999;;2;UP;0
00521;PODER POPULAR MUNICIPAL DE CUETO;-  -  -  -  -  -  -  -;CALLE RUBEN CASAUS NO. 51 E/ CESPEDES Y MACEO;3210;321;7511;05;2;999;;2;UP;0
00522;PODER POPULAR MUNICIPAL DE MAYARI;-  -  -  -  -  -  -  -;CALLE MAXIMO GOMEZ NO. 12 BAJOS E/ C.M. DE CESPEDES Y L. VIDAL;3211;321;7511;05;2;999;;2;UP;0
00523;PODER POPULAR MUNICIPAL DE FRANK PAIS;-  -  -  -  -  -  -  -;CALLE MARTI NO. 71;3212;321;7511;05;2;999;;2;UP;0
00524;PODER POPULAR MUNICIPAL DE SAGUA DE TANAMO;-  -  -  -  -  -  -  -;LOS MACEOS NO. 17;3213;321;7511;05;2;999;;2;UP;0
00525;PODER POPULAR MUNICIPAL DE MOA;-  -  -  -  -  -  -  -;CALLE CAMILO CIENFUEGOS NO. 163;3214;321;7511;05;2;999;;2;UP;0
00530;PODER POPULAR PROVINCIAL DE GRANMA;-  -  -  -  -  -  -  -;CALLE 6 NO. 50 E/ AVE. FRANK PAIS Y 1RA RPTO.JESUS MENENDEZ;3304;322;7511;05;2;999;;1;UP;0
00531;PODER POPULAR MUNICIPAL DE RIO CAUTO;-  -  -  -  -  -  -  -;ANTONIO MACEO NO.33;3301;322;7511;05;2;999;;2;UP;0
00532;PODER POPULAR MUNICIPAL DE CAUTO CRISTO;-  -  -  -  -  -  -  -;JULIO ANTONIO MELLA S/N CAUTO CRISTO;3302;322;7511;05;2;999;;2;UP;0
00533;PODER POPULAR MUNICIPAL DE JIGUANI;-  -  -  -  -  -  -  -;GRAL GARCIA NO. 125 E/ WILLIAN SOLER Y RAMON GOMEZ;3303;322;7511;05;2;999;;2;UP;0
00534;PODER POPULAR MUNICIPAL DE BAYAMO;-  -  -  -  -  -  -  -;GENERAL GARCIA NO. 13 E/ MACEO Y CANDUCHA FIGUEREDO;3304;322;7511;05;2;999;;2;UP;0
00535;PODER POPULAR MUNICIPAL DE YARA;-  -  -  -  -  -  -  -;ANTONIO MACEO NO. 83 E/ 10 DE OCTUBRE Y GRITO DE YARA;3305;322;7511;05;2;999;;2;UP;0
00536;PODER POPULAR MUNICIPAL DE MANZANILLO;-  -  -  -  -  -  -  -;LUZ CABALLERO NO. 84 / CALIXTO GARCIA Y DR.CODINA;3306;322;7511;05;2;999;;2;UP;0
00537;PODER POPULAR MUNICIPAL DE CAMPECHUELA;-  -  -  -  -  -  -  -;REPUBLICA NO. 38 E/ 27 DE NOVIEMBRE Y COLISEO;3307;322;7511;05;2;999;;2;UP;0
00538;PODER POPULAR MUNICIPAL DE MEDIA LUNA;-  -  -  -  -  -  -  -;ANSELMO VEGA NO. 10;3308;322;7511;05;2;999;;2;UP;0
00539;PODER POPULAR MUNICIPAL DE NIQUERO;-  -  -  -  -  -  -  -;PLACIDO NO. 9 E/ MAXIMO GOMEZ Y CESPEDES;3309;322;7511;05;2;999;;2;UP;0
00541;PODER POPULAR MUNICIPAL DE PILON;-  -  -  -  -  -  -  -;1RO DE MAYO NO. 22;3310;322;7511;05;2;999;;2;UP;0
00542;PODER POPULAR MUNICIPAL DE BARTOLOME MASO;-  -  -  -  -  -  -  -;AVE. BARTOLOME MASO NO. 34 ESQ. ANTONIO GUITERA;3311;322;7511;05;2;999;;2;UP;0
00543;PODER POPULAR MUNICIPAL DE BUEY ARRIBA;-  -  -  -  -  -  -  -;CORONEL LIENS NO. 215 E/ PEDRO NIETO Y CRISTINO NARANJO;3312;322;7511;05;2;999;;2;UP;0
00544;PODER POPULAR MUNICIPAL DE GUISA;-  -  -  -  -  -  -  -;MILANES NO. 160 ALTO E/ MARTI Y VICTOR RAMOS;3313;322;7511;05;2;999;;2;UP;0
00550;PODER POPULAR PROVINCIAL DE SANTIAGO DE CUBA;-  -  -  -  -  -  -  -;AGUILERA S/N E/ CARNICERIA Y SAN FELIX;3406;323;7511;05;2;999;;1;UP;0
00551;PODER POPULAR MUNICIPAL DE CONTRAMAESTRE;-  -  -  -  -  -  -  -;CALLE 13 NO. 67, RPTO. RODOLFO RODRIGUEZ;3401;323;7511;05;2;999;;2;UP;0
00552;PODER POPULAR MUNICIPAL DE MELLA;-  -  -  -  -  -  -  -;CALLE CENTRAL NO. 12;3402;323;7511;05;2;999;;2;UP;0
00553;PODER POPULAR MUNICIPAL DE SAN LUIS;-  -  -  -  -  -  -  -;CORONEL CHAVEZ NO. 360 E/ MACEO Y MONCADA;3403;323;7511;05;2;999;;2;UP;0
00554;PODER POPULAR MUNICIPAL DE SEGUNDO FRENTE;-  -  -  -  -  -  -  -;EMILIO BARCENAS NO. 4 E/ JESUS MENENDEZ Y JOSE MARTI;3404;323;7511;05;2;999;;2;UP;0
00555;PODER POPULAR MUNICIPAL DE SONGO-LA MAYA;-  -  -  -  -  -  -  -;PEREZ CARBO NO. 3 BAJOS LA MAYA;3405;323;7511;05;2;999;;2;UP;0
00556;PODER POPULAR MUNICIPAL DE SANTIAGO DE CUBA;-  -  -  -  -  -  -  -;AGUILERA NO. 251 E/ SAN PEDRO Y FELIX PENA;3406;323;7511;05;2;999;;2;UP;0
00557;PODER POPULAR MUNICIPAL DE PALMA SORIANO;-  -  -  -  -  -  -  -;PAQUITO BORRERO NO. 4 E/ MACEO Y MARTI;3407;323;7511;05;2;999;;2;UP;0
00558;PODER POPULAR MUNICIPAL DE TERCER FRENTE;-  -  -  -  -  -  -  -;CALLE 10 NO. 5 TERCER FRENTE;3408;323;7511;05;2;999;;2;UP;0
00559;PODER POPULAR MUNICIPAL DE GUAMA;-  -  -  -  -  -  -  -;AVENIDA PRINCIPAL CHIVIRICO GUAMA;3409;323;7511;05;2;999;;2;UP;0
00560;PODER POPULAR PROVINCIAL DE GUANTANAMO;-  -  -  -  -  -  -  -;CALLE 13 DE JUNIO NO. 102 % 10 Y 11 NORTE, REPARTO CARIBE;3509;324;7511;05;2;999;;1;UP;0
00561;PODER POPULAR MUNICIPAL DE EL SALVADOR;-  -  -  -  -  -  -  -;PUEBLO NUEVO;3501;324;7511;05;2;999;;2;UP;0
00562;PODER POPULAR MUNICIPAL DE GUANTANAMO;-  -  -  -  -  -  -  -;PEDRO A PEREZ ESQ. 1 SUR;3509;324;7511;05;2;999;;2;UP;0
00563;PODER POPULAR MUNICIPAL DE YATERAS;-  -  -  -  -  -  -  -;PALENQUE;3503;324;7511;05;2;999;;2;UP;0
00564;PODER POPULAR MUNICIPAL DE BARACOA;-  -  -  -  -  -  -  -;MACEO NO. 137;3504;324;7511;05;2;999;;2;UP;0
00565;PODER POPULAR MUNICIPAL DE MAISI;-  -  -  -  -  -  -  -;LA MAQUINA;3505;324;7511;05;2;999;;2;UP;0
00566;PODER POPULAR MUNICIPAL DE IMIAS;-  -  -  -  -  -  -  -;CALLE B NO. 190;3506;324;7511;05;2;999;;2;UP;0
00567;PODER POPULAR MUNICIPAL DE SAN ANTONIO DEL SUR;-  -  -  -  -  -  -  -;CALLE 5 NO. 282, RPTO. MINCIN;3507;324;7511;05;2;999;;2;UP;0
00568;PODER POPULAR MUNICIPAL DE MANUEL TAMES;-  -  -  -  -  -  -  -;CAMILO CIENFUEGOS NO. 327;3502;324;7511;05;2;999;;2;UP;0
00569;PODER POPULAR MUNICIPAL DE CAIMANERA;-  -  -  -  -  -  -  -;CORREOS NO. 3 E/ CARRIL Y PRIMERA;3508;324;7511;05;2;999;;2;UP;0
00571;PODER POPULAR MUNICIPAL DE NICETO PEREZ;-  -  -  -  -  -  -  -;POBLADO NICETO PEREZ, LA YAYA;3510;324;7511;05;2;999;;2;UP;0
00572;PODER POPULAR MUNICIPAL DE ISLA DE LA JUVENTUD;-  -  -  -  -  -  -  -;CALLE 39 NO. 2608 E/ CALLE 26 Y 28;4001;325;7511;05;2;999;;2;UP;0
00603;UNION MARITIMO PORTUARIA;-  -  -  -  -  -  -  -;SAN IGNACIO 104 E/ OBISPO Y ORELLY;2304;151;7214;01;1;603;000000151;0;U;0
00604;GRUPO EMPRESARIAL DE CAMIONES;UDECAM;AVE.INDEPENDENCIA NUMERO 867, ALTOS (SEGUNDA PLANTA) E/ CUCHILLO DE AYESTARAN Y SANTA ANA;2302;151;7214;06;1;604;000000151;0;GRUP;0
00605;GRUPO EMPRESARIAL CONSTRUCTOR DEL TRANSPORTE;-  -  -  -  -  -  -  -;CALLE 13 NO. 9214, ENTRE 92 Y 94, REPARTO GUITERAS;2306;151;7214;06;1;605;000000151;0;GRUP;0
00651;CAMARA DE COMERCIO DE LA REPUBLICA DE CUBA;-  -  -  -  -  -  -  -;CALLE 21, NO. 661, ESQUINA A CALLE A, VEDADO;2302;998;9711;99;1;999;;0;OTRO;0
00652;INSTITUTO CUBANO DE AMISTAD CON LOS PUEBLOS;ICAP;CALLE 17 NO. 301 E/ H E I;2302;998;7521;05;2;999;;0;UP;0
00679;UNION INTEGRACION POLIGRAFICA;-  -  -  -  -  -  -  -;TERRITORIAL NO. 278 ENTRE GENERAL SUAREZ Y AUDITOR;2302;102;7214;01;1;694;14388;0;U;0
00680;GRUPO EMPRESARIAL DE LA CONSTRUCCION DE VILLA CLARA;-  -  -  -  -  -  -  -;CIRCUNVALACION NORTE Y CARRETERA DE SUBPLANTA, ZONA INDUSTRIAL;2609;126;7214;06;1;680;000000126;0;GRUP;1
01001;"EMPRESA REFINERIA DE PETROLEO ""NICO LOPEZ""";-  -  -  -  -  -  -  -;VIA BLANCA Y BELOT;2305;104;2500;02;1;614;02605;0;EMP;1
01002;"EMPRESA REFINERIA DE PETROLEO ""SERGIO SOTO""";-  -  -  -  -  -  -  -;AVE. CARLOS M. CESPEDES Y LINEA DEL FERROCARRIL;2804;104;2500;02;1;614;02605;0;EMP;1
01003;"EMPRESA REFINERIA DE PETROLEO ""HERMANOS DIAZ""";-  -  -  -  -  -  -  -;CARRETERA MAR VERDE KM 7 1/2;3406;104;2500;02;1;614;02605;0;EMP;1
01004;EMPRESA DE GAS MANUFACTURADO;-  -  -  -  -  -  -  -;CALLE 44 NO. 6504 E/ 65 Y 67;2311;104;4120;02;1;614;02605;0;EMP;1
01008;EMPRESA ELECTROQUIMICA DE SAGUA;-  -  -  -  -  -  -  -;CARRETERA A SANTA CLARA, KM 4 1/2;2603;102;2811;02;1;733;12968;0;EMP;1
01014;EMPRESA QUIMICA DE CIENFUEGOS;EQUIFA;CARRETERA ZONA INDUSTRIAL O'BOURKE;2707;102;2920;02;1;733;12968;0;EMP;1
01015;EMPRESA DE FERTILIZANTES Y PLAGUICIDAS;-  -  -  -  -  -  -  -;CARRETERA DE SAN JACINTO, APARTADO 870;3005;102;2700;02;1;733;12968;0;EMP;1
01029;EMPRESA PAPELERA DEL CENTRO;-  -  -  -  -  -  -  -;CARRETERA TRINIDAD - SANCTI SPIRITUS, KM. 15 1/2;2806;104;2301;02;1;733;12968;0;EMP;2
01032;EMPRESA DEL VIDRIO DE LA LISA;-  -  -  -  -  -  -  -;CALLE 240 NO. 6124 E/ AVE. 61 Y AVE. 75, REPARTO SAN AGUSTIN;2312;102;3010;02;1;733;12968;0;EMP;1
01036;EMPRESA TALLERES AGROPECUARIOS HABANA;-  -  -  -  -  -  -  -;AVENIDA INDEPENDENCIA S/N ESQUINA 3 ERA, REPARTO ALTAHABANA;2313;131;3421;02;1;716;000012758;0;EMP;1
01037;EMPRESA DE LOGISTICA AGROPECUARIA ENRIQUE CABRE SANTURIO;-  -  -  -  -  -  -  -;NORBERTO DE ARMAS NO. 42, ENTRE BARTOLOME MASO Y PEDRO BETANCOURT;2504;131;3421;02;1;716;12758;0;EMP;1
01038;EMPRESA DE LOGISTICA AGROPECUARIA DE VILLA CLARA;-  -  -  -  -  -  -  -;OQUENDO S/N E/ CORNELIO Y RODRIGO;2609;131;3421;02;1;716;000012758;0;EMP;1
01039;EMPRESA DE TALLERES AGROPECUARIOS Y DESMONTE Y CONSTRUCCION CIENFUEGOS;-  -  -  -  -  -  -  -;AVE. 54 ESQ. A 17;2707;131;3421;02;1;716;000012758;0;EMP;1
01040;EMPRESA DE TALLERES AGROPECUARIOS Y DESMONTE Y CONSTRUCCION SANCTI SPIRITUS;-  -  -  -  -  -  -  -;CARRETERA CENTRAL KM. 381;2807;131;3421;02;1;716;000012758;0;EMP;1
01041;EMPRESA DE LOGISTICA AGROPECUARIA CAMAGUEY;-  -  -  -  -  -  -  -;CALLE 3RA. E/ SAN RAFAEL Y CARRETERA CENTRAL;3008;131;3421;02;1;716;12758;0;EMP;1
01043;EMPRESA DE LOGISTICA AGROPECUARIA LAS TUNAS;-  -  -  -  -  -  -  -;CARRETERA A JOBABO KM 1 S/N;3105;131;3421;02;1;716;000012758;0;EMP;1
01046;EMPRESA DE TALLERES AGROPECUARIOS Y DESMONTE Y CONSTRUCCION SANTIAGO DE CUBA;-  -  -  -  -  -  -  -;HEREDIA NO. 30 E/ PADRE PICO Y GALLO;3406;131;3421;02;1;716;000012758;0;EMP;1
01047;EMPRESA DE LOGISTICA AGROPECUARIA GUANTANAMO;-  -  -  -  -  -  -  -;AVE. 69. REPARTO CONFLUENTE;3509;131;3421;02;1;716;000012758;0;EMP;0
01048;"EMPRESA DE LOGISTICA AGROPECUARIA ""HUMBERTO LAMOTHE""";-  -  -  -  -  -  -  -;CARRETERA CENTRAL KM 99. LOS PINOS;2108;131;3421;02;1;716;000012758;0;EMP;1
01053;"EMPRESA DE LOGISTICA AGROPECUARIA ""1RO. DE MAYO""";-  -  -  -  -  -  -  -;CARRETERA CENTRAL KM 773, VIA BAYAMO;3206;131;3421;02;1;716;000012758;0;EMP;0
01054;"EMPRESA DE LOGISTICA AGROPECUARIA ""26 DE JULIO""";-  -  -  -  -  -  -  -;CARRETERA CENTRAL KM 3. VIA BAYAMO. APDO. 111;3304;131;3421;02;1;716;000012758;0;EMP;1
01056;"EMPRESA EQUIPOS AVICOLAS ""CELSO STAKEMAN""";-  -  -  -  -  -  -  -;CARRETERA DE SANTIAGO DE LAS VEGAS A MANAGUA, KM 1 1/2, SANTIAGO DE LAS VEGAS;2313;131;3399;02;1;665;000003836;0;EMP;0
01057;EMPRESA DE COMERCIALIZACION Y EQUIPOS PORCINOS;-  -  -  -  -  -  -  -;CALLE 46 NO. 3908 ENTRE 39 Y 39-A;2301;131;0312;02;1;847;000011799;0;EMP;1
01060;EMPRESA PROVINCIAL DE SERVICIOS TECNICOS, PERSONALES Y DEL HOGAR DE SANTIAGO DE CUBA;-  -  -  -  -  -  -  -;AVENIDA PASEO MARTI NO. 263, ENTRE RIZAL Y RENE RAMOS LATOUR;3406;323;7214;02;1;651;14122;1;EMP;0
01063;EMPRESA PRODUCTORA DE PIENSOS OCCIDENTE;-  -  -  -  -  -  -  -;AVENIDA JESUS LOPEZ NO. 55 E/ YOLA Y VILLANUEVA;2304;131;1533;02;1;656;14206;0;EMP;3
01076;EMPRESA LABORATORIOS MEDSOL;-  -  -  -  -  -  -  -;5TA AVE. NO. 9002 ENTRE 90 Y 92, MIRAMAR.;2301;305;2600;02;1;692;14385;0;EMP;1
01078;EMPRESA DE ACOPIO, BENEFICIO Y TORCIDO DE TABACO CAMAGUEY;-  -  -  -  -  -  -  -;SAN RAMON NO. 323 NORTE E/ LINEA Y SAN JOSE;3008;131;1800;02;1;881;000012192;0;EMP;0
01079;EMPRESA COMERCIALIZADORA DE COMBUSTIBLE DE CIENFUEGOS.;-  -  -  -  -  -  -  -;ZONA INDUSTRIAL O'BOURKE;2707;104;5141;02;1;614;02605;0;EMP;1
01098;EMPRESA DE MANTENIMIENTO A CENTRALES ELECTRICAS;EMCE;CALLE 100 Y AVE. 69;2311;104;3313;02;1;620;02704;0;EMP;1
01101;"EMPRESA SIDERURGICA ""JOSE MARTI""";-  -  -  -  -  -  -  -;CALLE 20 NO.10522;2315;102;3210;02;1;729;12778;0;EMP;0
01108;"EMPRESA DE CONSTRUCCIONES MECANICAS ""LUIS RUIZ PALLARES""";-  -  -  -  -  -  -  -;CARRETERA CENTRAL KM. 16 1/2;2315;102;3910;02;1;646;14108;0;EMP;1
01111;"EMPRESA MECANICA ""INDALECIO MONTEJO"".";-  -  -  -  -  -  -  -;CIRCUNVALACION SUR KM 1 1/2;2908;102;3421;02;1;640;14106;0;EMP;1
01112;"EMPRESA DE COMBINADAS CANERAS ""LX ANIVERSARIO DE LA REVOLUCION DE OCTUBRE""";-  -  -  -  -  -  -  -;CARRETERA. SAN GERMAN KM 3;3206;102;3421;02;1;641;14107;0;EMP;0
01115;"EMPRESA PRODUCTORA DE OMNIBUS  ""EVELIO PRIETO GUILLAMA""";-  -  -  -  -  -  -  -;CARRETERA DEL JOVO KM 1 GUANAJAY;2203;102;3810;02;1;832;11291;0;EMP;1
01118;"EMPRESA INDUSTRIAL ""RAMON PENA""";-  -  -  -  -  -  -  -;VIA BLANCA NO. 4860 ENTRE  PUENTE DEL RIO MARTIN PÉREZ Y ROTONDA DE GUANABACOA, REPARTO VIA BLANCA.;2307;102;3820;02;1;832;11291;0;EMP;1
01120;"EMPRESA OLEOHIDRAULICA CIENFUEGOS ""JOSE GREGORIO MARTINEZ""";-  -  -  -  -  -  -  -;CARRET. PALMIRA KM 4;2707;102;3421;02;1;641;14107;0;EMP;1
01122;"EMPRESA DE CONDUCTORES ELECTRICOS ""CONRADO BENITEZ""";-  -  -  -  -  -  -  -;CARRETERA CENTRAL KM 34;2402;102;3530;02;1;729;12778;0;EMP;1
01124;"EMPRESA DE BUJIAS ""NEFTALI MARTINEZ""";-  -  -  -  -  -  -  -;CARRET. STA. CLARA KM 1 SAGUA LA GRANDE;2603;102;3590;02;1;832;11291;0;EMP;1
01125;"EMPRESA INDUSTRIAL NACIONAL PRODUCTORA DE UTENSILIOS DOMESTICOS ""1RO DE MAYO""";INPUD;CARRETERA CENTRAL KM 298;2609;102;3430;02;1;646;14108;0;EMP;1
01128;EMPRESA CUBANA DE ACERO;-  -  -  -  -  -  -  -;CALLE VENTO NO. 1101, E/ VISTA ALEGRE Y O'FARRILL;2309;102;3231;02;1;640;14106;0;EMP;1
01133;"EMPRESA PRODUCTORA DE COCINAS ""ESTRELLA ROJA""";ZAGMA;AVE. SAN MIGUEL NO. 214 VIBORA;2309;102;3419;02;1;646;14108;0;EMP;0
01140;"EMPRESA CONFORMADORA ""30 DE NOVIEMBRE""";-  -  -  -  -  -  -  -;CARRETERA LA REFINERIA KM 2;3406;102;3399;02;1;729;12778;0;EMP;1
01151;EMPRESA DE CONFECCIONES ALBA;-  -  -  -  -  -  -  -;KM 2 2/1, CARRETERA A SAN JUAN Y MARTINEZ;2108;102;2010;02;1;627;02637;0;EMP;1
01156;EMPRESA DE CONFECCIONES FENIX;-  -  -  -  -  -  -  -;CALLE VILLUENDAS NO. 51 E/ INDEPENDENCIA Y ALFREDO BARRERO;2609;102;2010;02;1;627;02637;0;EMP;1
